image_id,image_filename,image_doi,cell_id,bethesda_system,nucleus_x,nucleus_y,image_path
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3794,Negative for intraepithelial lesion,1017,703,3794.png
31,88e5e1814b1a2c4d30e28f8b98ba157c.png,10.6084/m9.figshare.12229616,10478,Negative for intraepithelial lesion,1008,552,10478.png
358,e0c93ad46ad5dac7832427c1eb191c9e.png,10.6084/m9.figshare.12230747,1557,Negative for intraepithelial lesion,442,389,1557.png
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3814,Negative for intraepithelial lesion,349,30,3814.png
30,0489736e8d880b5188b04d11c3131cd3.png,10.6084/m9.figshare.12229613,10555,Negative for intraepithelial lesion,1005,516,10555.png
208,9c42ed347e00dc159b9fb767b52de139.png,10.6084/m9.figshare.12230249,4955,Negative for intraepithelial lesion,1085,37,4955.png
94,02c7fb946ad5c5e5f9c1e1178c21fc92.png,10.6084/m9.figshare.12229817,7726,HSIL,855,45,7726.png
213,0c52e27c5383dd946fffdf0253f96067.png,10.6084/m9.figshare.12230264,4899,ASC-US,587,515,4899.png
187,8f4f6c8c7589b41794bb248571026f1f.png,10.6084/m9.figshare.12230180,5299,LSIL,985,528,5299.png
242,36ec7e0332c9ab3aa1edb53fe8f6cba8.png,10.6084/m9.figshare.12230372,4182,Negative for intraepithelial lesion,1190,302,4182.png
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1340,Negative for intraepithelial lesion,1212,515,1340.png
236,221e5472253d8a712be2eb84079a6a72.png,10.6084/m9.figshare.12230354,4346,Negative for intraepithelial lesion,275,22,4346.png
115,b885f6b8c2023a5b25c95fd0381f9892.png,10.6084/m9.figshare.12229916,7240,Negative for intraepithelial lesion,277,41,7240.png
202,3f273237f9068624e14886afde134e09.png,10.6084/m9.figshare.12230228,5047,Negative for intraepithelial lesion,1105,779,5047.png
221,2fd118764c0afa9a4e1ccbe9bd8210a5.png,10.6084/m9.figshare.12230291,4731,Negative for intraepithelial lesion,731,294,4731.png
38,466a61aa31579a2ffb3c561f5a5d37d0.png,10.6084/m9.figshare.12229640,10309,LSIL,249,726,10309.png
309,d72288404d45ed33074fcfb77d099f2f.png,10.6084/m9.figshare.12230588,2726,Negative for intraepithelial lesion,814,557,2726.png
306,8c21e0dc6b8fbeddfd6f9923b4b1054c.png,10.6084/m9.figshare.12230579,2771,LSIL,332,431,2771.png
221,2fd118764c0afa9a4e1ccbe9bd8210a5.png,10.6084/m9.figshare.12230291,4742,Negative for intraepithelial lesion,847,695,4742.png
278,b5236e7b9f5dc7783cce4dbb5fb1a082.png,10.6084/m9.figshare.12230495,3268,Negative for intraepithelial lesion,309,619,3268.png
312,e195831951b7e556d3ca5f497ad4bc9c.png,10.6084/m9.figshare.12230597,2617,Negative for intraepithelial lesion,660,421,2617.png
94,02c7fb946ad5c5e5f9c1e1178c21fc92.png,10.6084/m9.figshare.12229817,7722,HSIL,1095,509,7722.png
182,c63289c59bca91f80b2dde9ac013cc57.png,10.6084/m9.figshare.12230165,5339,LSIL,233,297,5339.png
306,8c21e0dc6b8fbeddfd6f9923b4b1054c.png,10.6084/m9.figshare.12230579,2776,Negative for intraepithelial lesion,1059,463,2776.png
111,e57d535d86c5898be4e897eaed05c8c6.png,10.6084/m9.figshare.12229901,7412,Negative for intraepithelial lesion,270,62,7412.png
181,ad4c619f92f722c47fed0bed95045fcd.png,10.6084/m9.figshare.12230162,5390,LSIL,713,390,5390.png
114,624930d9bfc4219ba1bdd73ea3fed13b.png,10.6084/m9.figshare.12229913,7334,Negative for intraepithelial lesion,1057,935,7334.png
206,a9a16f442db25098459cc72d4e816c2d.png,10.6084/m9.figshare.12230243,4987,Negative for intraepithelial lesion,1048,56,4987.png
344,dbb1bf3a7bced124e9f9012a950eb06b.png,10.6084/m9.figshare.12230702,1858,ASC-US,665,313,1858.png
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3950,Negative for intraepithelial lesion,1119,267,3950.png
333,a26e4ca310cc5150b95c849657f6d0d9.png,10.6084/m9.figshare.12230663,2279,Negative for intraepithelial lesion,532,489,2279.png
29,92f442dda43d7250c63ba2823c96be42.png,10.6084/m9.figshare.12229610,10578,Negative for intraepithelial lesion,532,754,10578.png
28,c5a3e789e449a8123509be5fd671b6b2.png,10.6084/m9.figshare.12229607,10644,Negative for intraepithelial lesion,671,822,10644.png
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3915,ASC-US,498,300,3915.png
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3796,Negative for intraepithelial lesion,994,538,3796.png
169,21b10fc9c3e06aaea9b934a68b29d832.png,10.6084/m9.figshare.12230117,5571,LSIL,518,402,5571.png
236,221e5472253d8a712be2eb84079a6a72.png,10.6084/m9.figshare.12230354,4295,ASC-US,693,398,4295.png
130,a42845987c650d7243ad0c08e97debf5.png,10.6084/m9.figshare.12229985,6818,Negative for intraepithelial lesion,1154,80,6818.png
236,221e5472253d8a712be2eb84079a6a72.png,10.6084/m9.figshare.12230354,4325,Negative for intraepithelial lesion,384,876,4325.png
193,c0dad84e596a1fd11720827eda489983.png,10.6084/m9.figshare.12230198,5132,Negative for intraepithelial lesion,873,616,5132.png
278,b5236e7b9f5dc7783cce4dbb5fb1a082.png,10.6084/m9.figshare.12230495,3263,Negative for intraepithelial lesion,442,424,3263.png
2,9d0f43b29d78f673e9caf77928b4af3c.png,10.6084/m9.figshare.12229520,11480,ASC-US,690,804,11480.png
352,060d7d018977ad7cca7643f2deb6f3e8.png,10.6084/m9.figshare.12230729,1635,LSIL,623,549,1635.png
226,199ea9d75d6266bcc1be87995de6a70a.png,10.6084/m9.figshare.12230315,4626,Negative for intraepithelial lesion,506,167,4626.png
25,f981c4aac622d7cce71a81305dd38ade.png,10.6084/m9.figshare.12229598,10779,Negative for intraepithelial lesion,1241,83,10779.png
16,42e7a4f3bd69279d8b1bc4ea8e248f08.png,10.6084/m9.figshare.12229568,11053,Negative for intraepithelial lesion,646,571,11053.png
295,18379ef3f64b0efa33ee42877fdd6947.png,10.6084/m9.figshare.12230546,2936,Negative for intraepithelial lesion,539,532,2936.png
8,1f8274db391ed2747c0c3a8560bf6d3a.png,10.6084/m9.figshare.12229541,11328,Negative for intraepithelial lesion,528,274,11328.png
35,bf7767fb55e9b4e77ea458f825f06e65.png,10.6084/m9.figshare.12229628,10341,Negative for intraepithelial lesion,1192,652,10341.png
152,3ae2fc6e5e6530f3291e21a8937c71b3.png,10.6084/m9.figshare.12230066,5920,Negative for intraepithelial lesion,698,485,5920.png
242,36ec7e0332c9ab3aa1edb53fe8f6cba8.png,10.6084/m9.figshare.12230372,4156,LSIL,778,290,4156.png
41,33708abb81e40ff45d1510c44546e82f.png,10.6084/m9.figshare.12229649,10173,Negative for intraepithelial lesion,1139,483,10173.png
2,9d0f43b29d78f673e9caf77928b4af3c.png,10.6084/m9.figshare.12229520,11479,Negative for intraepithelial lesion,30,904,11479.png
86,de81ced6d8b99536da382f09b4290d70.png,10.6084/m9.figshare.12229790,7983,SCC,149,702,7983.png
308,aee74e3c1bcd82561303ee974d31c08f.png,10.6084/m9.figshare.12230585,2747,LSIL,520,784,2747.png
45,e42d8978f7ff44cd74a646b97b1c2c1c.png,10.6084/m9.figshare.12229661,10069,LSIL,297,398,10069.png
8,1f8274db391ed2747c0c3a8560bf6d3a.png,10.6084/m9.figshare.12229541,11336,LSIL,624,775,11336.png
124,d87688d665139adb1d9dec9f902fa4a9.png,10.6084/m9.figshare.12229961,6998,Negative for intraepithelial lesion,1097,114,6998.png
31,88e5e1814b1a2c4d30e28f8b98ba157c.png,10.6084/m9.figshare.12229616,10501,Negative for intraepithelial lesion,50,932,10501.png
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1372,Negative for intraepithelial lesion,727,260,1372.png
289,2cefdbf695da71852337ae3557ccdd38.png,10.6084/m9.figshare.12230528,3039,Negative for intraepithelial lesion,287,834,3039.png
8,1f8274db391ed2747c0c3a8560bf6d3a.png,10.6084/m9.figshare.12229541,11341,Negative for intraepithelial lesion,88,882,11341.png
93,9b712bff27856e5b7a14e4bbf67a4abc.png,10.6084/m9.figshare.12229814,7795,HSIL,994,658,7795.png
128,cef1983c1bb8c0d9eb60efe03cfb3582.png,10.6084/m9.figshare.12229979,6833,Negative for intraepithelial lesion,1020,153,6833.png
30,0489736e8d880b5188b04d11c3131cd3.png,10.6084/m9.figshare.12229613,10534,Negative for intraepithelial lesion,864,252,10534.png
140,ae9ad0a0e62cb046468591ce92237bfc.png,10.6084/m9.figshare.12230027,6353,Negative for intraepithelial lesion,290,751,6353.png
107,2fcce94875a4487c35970f75ad569640.png,10.6084/m9.figshare.12229889,7506,Negative for intraepithelial lesion,655,854,7506.png
312,e195831951b7e556d3ca5f497ad4bc9c.png,10.6084/m9.figshare.12230597,2615,Negative for intraepithelial lesion,760,486,2615.png
138,c0d57801655afd0ab48ad3f1e4b43603.png,10.6084/m9.figshare.12230015,6396,Negative for intraepithelial lesion,511,443,6396.png
335,239fed60a9c2ffa1abce3e958b69f317.png,10.6084/m9.figshare.12230672,2240,Negative for intraepithelial lesion,667,478,2240.png
69,eb47620da7f5e3594085fb3279b1904a.png,10.6084/m9.figshare.12229733,8780,LSIL,1011,262,8780.png
21,faf0a263bf469832c7569a5ccbaa48c3.png,10.6084/m9.figshare.12229586,10925,ASC-US,840,657,10925.png
26,584d79af21c45131e9af9d54d2c2b8e4.png,10.6084/m9.figshare.12229601,10704,Negative for intraepithelial lesion,544,724,10704.png
124,d87688d665139adb1d9dec9f902fa4a9.png,10.6084/m9.figshare.12229961,6996,Negative for intraepithelial lesion,1045,273,6996.png
15,fe7dccb72ee17d6776970bdb5e5ba3ba.png,10.6084/m9.figshare.12229565,11148,Negative for intraepithelial lesion,702,312,11148.png
308,aee74e3c1bcd82561303ee974d31c08f.png,10.6084/m9.figshare.12230585,2735,LSIL,763,414,2735.png
9,71abd3d9c8d0e5738c1db3328645fde8.png,10.6084/m9.figshare.12229547,11295,Negative for intraepithelial lesion,376,828,11295.png
56,e5ea9cccfefaf9d788e1447821752285.png,10.6084/m9.figshare.12229694,9604,Negative for intraepithelial lesion,1143,363,9604.png
105,f12544c3bfc1959d2010d7ec4f41cc56.png,10.6084/m9.figshare.12229883,7548,Negative for intraepithelial lesion,714,308,7548.png
236,221e5472253d8a712be2eb84079a6a72.png,10.6084/m9.figshare.12230354,4293,ASC-US,456,677,4293.png
261,6a8631b14ebfd221bad8b5238cf7dd03.png,10.6084/m9.figshare.12230441,3696,Negative for intraepithelial lesion,778,398,3696.png
19,8457af003b1ad48e907156b5e6e53bea.png,10.6084/m9.figshare.12229580,10955,Negative for intraepithelial lesion,742,394,10955.png
70,5e5f9e511001c3ead65b7dc51897a1ba.png,10.6084/m9.figshare.12229736,8837,HSIL,1062,792,8837.png
228,7d96810eb097fe737df7fc9eb0a8b3ed.png,10.6084/m9.figshare.12230324,4609,Negative for intraepithelial lesion,758,664,4609.png
6,d1139b2167d9254c2e29edb485c1bda8.png,10.6084/m9.figshare.12229532,11352,Negative for intraepithelial lesion,416,332,11352.png
154,49c8feec9afcd85f1f9b16908c34bdca.png,10.6084/m9.figshare.12230072,5843,Negative for intraepithelial lesion,946,898,5843.png
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3987,Negative for intraepithelial lesion,259,674,3987.png
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1353,Negative for intraepithelial lesion,1087,590,1353.png
126,fc7e39dda329976b5095eef082d6e998.png,10.6084/m9.figshare.12229970,6865,Negative for intraepithelial lesion,1024,559,6865.png
135,8d62bc0267b58954ef9fa8e355d6ec22.png,10.6084/m9.figshare.12230006,6569,Negative for intraepithelial lesion,209,125,6569.png
23,77acea6065f24cef2351ef3bc2af43a1.png,10.6084/m9.figshare.12229592,10889,Negative for intraepithelial lesion,300,130,10889.png
182,c63289c59bca91f80b2dde9ac013cc57.png,10.6084/m9.figshare.12230165,5335,Negative for intraepithelial lesion,344,1001,5335.png
124,d87688d665139adb1d9dec9f902fa4a9.png,10.6084/m9.figshare.12229961,7022,Negative for intraepithelial lesion,40,311,7022.png
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1094,Negative for intraepithelial lesion,488,347,1094.png
228,7d96810eb097fe737df7fc9eb0a8b3ed.png,10.6084/m9.figshare.12230324,4611,Negative for intraepithelial lesion,503,662,4611.png
42,45c237e071148a104c2770fbca5e67a8.png,10.6084/m9.figshare.12229652,10149,Negative for intraepithelial lesion,620,472,10149.png
85,6bb20c67c4013e8805d0f64315b9bcb1.png,10.6084/m9.figshare.12229787,8110,LSIL,1074,542,8110.png
22,d67cd01defdc182ca48cee14e776f22c.png,10.6084/m9.figshare.12229589,10860,Negative for intraepithelial lesion,948,875,10860.png
162,5633910bdb41ea5626f7b60a8ef80af0.png,10.6084/m9.figshare.12230096,5660,Negative for intraepithelial lesion,1005,247,5660.png
226,199ea9d75d6266bcc1be87995de6a70a.png,10.6084/m9.figshare.12230315,4635,Negative for intraepithelial lesion,785,396,4635.png
220,5b3e7408f7ab2a8bce36cfda5a1e121b.png,10.6084/m9.figshare.12230288,4773,Negative for intraepithelial lesion,435,514,4773.png
35,bf7767fb55e9b4e77ea458f825f06e65.png,10.6084/m9.figshare.12229628,10343,Negative for intraepithelial lesion,1063,381,10343.png
113,edc3ac951f31fca241b7f04d2c5daac5.png,10.6084/m9.figshare.12229910,7384,Negative for intraepithelial lesion,135,102,7384.png
130,a42845987c650d7243ad0c08e97debf5.png,10.6084/m9.figshare.12229985,6795,Negative for intraepithelial lesion,557,838,6795.png
242,36ec7e0332c9ab3aa1edb53fe8f6cba8.png,10.6084/m9.figshare.12230372,4186,Negative for intraepithelial lesion,1165,490,4186.png
187,8f4f6c8c7589b41794bb248571026f1f.png,10.6084/m9.figshare.12230180,5297,LSIL,819,459,5297.png
242,36ec7e0332c9ab3aa1edb53fe8f6cba8.png,10.6084/m9.figshare.12230372,4183,Negative for intraepithelial lesion,1110,357,4183.png
28,c5a3e789e449a8123509be5fd671b6b2.png,10.6084/m9.figshare.12229607,10650,Negative for intraepithelial lesion,756,763,10650.png
125,c642b1c083b38d9b56724bc76867459e.png,10.6084/m9.figshare.12229967,6924,Negative for intraepithelial lesion,370,400,6924.png
192,5c7feaaf66d0981fe28378fbab186509.png,10.6084/m9.figshare.12230195,5184,Negative for intraepithelial lesion,434,886,5184.png
39,dd569f426f91cc5d6a20804c800d6eb3.png,10.6084/m9.figshare.12229643,10225,Negative for intraepithelial lesion,1113,409,10225.png
208,9c42ed347e00dc159b9fb767b52de139.png,10.6084/m9.figshare.12230249,4964,Negative for intraepithelial lesion,874,414,4964.png
195,a7b7d4eb6367ad432a806b5662ff44e0.png,10.6084/m9.figshare.12230204,5117,Negative for intraepithelial lesion,1078,550,5117.png
150,c41261e68aabdf7ff5d4bc90c2efd8f3.png,10.6084/m9.figshare.12230060,5995,Negative for intraepithelial lesion,708,583,5995.png
152,3ae2fc6e5e6530f3291e21a8937c71b3.png,10.6084/m9.figshare.12230066,5933,Negative for intraepithelial lesion,1009,906,5933.png
101,688bb88091ed6d58563888211455a559.png,10.6084/m9.figshare.12229865,7608,LSIL,329,249,7608.png
248,a5ce47f6a10f543bf7fdac28b709d30d.png,10.6084/m9.figshare.12230393,4022,Negative for intraepithelial lesion,421,940,4022.png
318,a30fcaf343b17a21a7018e1ed1ec907e.png,10.6084/m9.figshare.12230615,2506,LSIL,499,478,2506.png
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3940,Negative for intraepithelial lesion,537,108,3940.png
278,b5236e7b9f5dc7783cce4dbb5fb1a082.png,10.6084/m9.figshare.12230495,3266,Negative for intraepithelial lesion,629,764,3266.png
136,8cfdeaf76c0a48043406626f1a0b90a7.png,10.6084/m9.figshare.12230009,6454,Negative for intraepithelial lesion,561,691,6454.png
209,3c6531547003951472ce20fa1de720fc.png,10.6084/m9.figshare.12230252,4947,Negative for intraepithelial lesion,886,818,4947.png
120,79bd0d0b44949450452bd745fd795a9a.png,10.6084/m9.figshare.12229937,7113,Negative for intraepithelial lesion,494,84,7113.png
140,ae9ad0a0e62cb046468591ce92237bfc.png,10.6084/m9.figshare.12230027,6352,Negative for intraepithelial lesion,207,694,6352.png
25,f981c4aac622d7cce71a81305dd38ade.png,10.6084/m9.figshare.12229598,10776,Negative for intraepithelial lesion,1262,799,10776.png
23,77acea6065f24cef2351ef3bc2af43a1.png,10.6084/m9.figshare.12229592,10908,Negative for intraepithelial lesion,538,655,10908.png
95,9b77f6a1b82859bc68b26fae965564fa.png,10.6084/m9.figshare.12229820,7762,HSIL,622,678,7762.png
132,763240077e66777b2a196a6af78c9716.png,10.6084/m9.figshare.12229994,6702,Negative for intraepithelial lesion,510,267,6702.png
11,90d08f57cdeb58238879b4af949d4f50.png,10.6084/m9.figshare.12229553,11242,Negative for intraepithelial lesion,880,219,11242.png
211,75ae516a4fba3943054907d8f738aa73.png,10.6084/m9.figshare.12230258,4929,ASC-US,809,350,4929.png
115,b885f6b8c2023a5b25c95fd0381f9892.png,10.6084/m9.figshare.12229916,7225,Negative for intraepithelial lesion,449,88,7225.png
114,624930d9bfc4219ba1bdd73ea3fed13b.png,10.6084/m9.figshare.12229913,7329,Negative for intraepithelial lesion,429,941,7329.png
82,dd61f345bc7cdcbf3bb86d58eb0992b4.png,10.6084/m9.figshare.12229778,8197,Negative for intraepithelial lesion,1232,489,8197.png
138,c0d57801655afd0ab48ad3f1e4b43603.png,10.6084/m9.figshare.12230015,6422,Negative for intraepithelial lesion,922,442,6422.png
147,7cadcc842e5559cd14a3cd1143dd8db0.png,10.6084/m9.figshare.12230051,6102,Negative for intraepithelial lesion,117,492,6102.png
5,5b7cc4b7d0373fab44cc5686ba477e0c.png,10.6084/m9.figshare.12229529,11429,LSIL,884,99,11429.png
85,6bb20c67c4013e8805d0f64315b9bcb1.png,10.6084/m9.figshare.12229787,8123,ASC-US,942,356,8123.png
103,b0fddd5dbd774fcc23ddf897ee7bf26c.png,10.6084/m9.figshare.12229874,7578,Negative for intraepithelial lesion,860,974,7578.png
226,199ea9d75d6266bcc1be87995de6a70a.png,10.6084/m9.figshare.12230315,4628,Negative for intraepithelial lesion,375,214,4628.png
13,ac1ed15ddc7fb3d7e6a9c7521eeebe78.png,10.6084/m9.figshare.12229559,11219,Negative for intraepithelial lesion,1250,677,11219.png
242,36ec7e0332c9ab3aa1edb53fe8f6cba8.png,10.6084/m9.figshare.12230372,4199,Negative for intraepithelial lesion,1187,933,4199.png
235,38b630ac8a1f02f6a466824f6babaf0e.png,10.6084/m9.figshare.12230348,4362,Negative for intraepithelial lesion,800,502,4362.png
199,5ebaeeae59a5bc5ca0d79d99cb4dcac1.png,10.6084/m9.figshare.12230219,5081,ASC-US,690,875,5081.png
37,9e3b55d7afdc1573cc15b347d053ec07.png,10.6084/m9.figshare.12229634,10241,Negative for intraepithelial lesion,577,487,10241.png
108,5f5ca39f3cb7338eeaec5f00faa11447.png,10.6084/m9.figshare.12229892,7521,Negative for intraepithelial lesion,344,255,7521.png
185,c02a44c85b736dce9991d38c3f5fdd14.png,10.6084/m9.figshare.12230174,5309,LSIL,1253,625,5309.png
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3958,Negative for intraepithelial lesion,548,675,3958.png
164,0a2a5a681410054941cc56f51eb8fbda.png,10.6084/m9.figshare.12230102,5639,Negative for intraepithelial lesion,1254,366,5639.png
130,a42845987c650d7243ad0c08e97debf5.png,10.6084/m9.figshare.12229985,6802,Negative for intraepithelial lesion,1195,933,6802.png
97,299abd9ed2593fa2a0bcd9ba0c73a576.png,10.6084/m9.figshare.12229847,7673,LSIL,816,509,7673.png
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3812,Negative for intraepithelial lesion,703,94,3812.png
126,fc7e39dda329976b5095eef082d6e998.png,10.6084/m9.figshare.12229970,6864,Negative for intraepithelial lesion,868,580,6864.png
172,bdb0651112686ecfdb9db5b4d2e1d0e7.png,10.6084/m9.figshare.12230126,5537,LSIL,463,560,5537.png
70,5e5f9e511001c3ead65b7dc51897a1ba.png,10.6084/m9.figshare.12229736,8793,HSIL,518,149,8793.png
102,023fcddb41b212f8ac3edde190d4ae5c.png,10.6084/m9.figshare.12229871,7588,Negative for intraepithelial lesion,772,487,7588.png
120,79bd0d0b44949450452bd745fd795a9a.png,10.6084/m9.figshare.12229937,7116,Negative for intraepithelial lesion,1019,180,7116.png
269,651555a374eacf3de392c98dbd85d44d.png,10.6084/m9.figshare.12230468,3523,Negative for intraepithelial lesion,622,520,3523.png
148,ec14a8dad00ce2aa24bae8dd2683077b.png,10.6084/m9.figshare.12230054,6040,Negative for intraepithelial lesion,1254,641,6040.png
310,f4062608fdab5e483be224b0b807bfbb.png,10.6084/m9.figshare.12230591,2681,Negative for intraepithelial lesion,715,484,2681.png
260,9fc84cd39cefe6f1a7b54e92cd971210.png,10.6084/m9.figshare.12230438,3738,Negative for intraepithelial lesion,177,339,3738.png
82,dd61f345bc7cdcbf3bb86d58eb0992b4.png,10.6084/m9.figshare.12229778,8179,Negative for intraepithelial lesion,702,552,8179.png
138,c0d57801655afd0ab48ad3f1e4b43603.png,10.6084/m9.figshare.12230015,6402,Negative for intraepithelial lesion,426,611,6402.png
125,c642b1c083b38d9b56724bc76867459e.png,10.6084/m9.figshare.12229967,6939,Negative for intraepithelial lesion,715,840,6939.png
220,5b3e7408f7ab2a8bce36cfda5a1e121b.png,10.6084/m9.figshare.12230288,4775,Negative for intraepithelial lesion,692,680,4775.png
199,5ebaeeae59a5bc5ca0d79d99cb4dcac1.png,10.6084/m9.figshare.12230219,5082,Negative for intraepithelial lesion,390,855,5082.png
158,b5cde4d2a21fb2e2d70db49b1db1df50.png,10.6084/m9.figshare.12230084,5726,Negative for intraepithelial lesion,632,863,5726.png
125,c642b1c083b38d9b56724bc76867459e.png,10.6084/m9.figshare.12229967,6912,Negative for intraepithelial lesion,1004,135,6912.png
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1332,Negative for intraepithelial lesion,885,442,1332.png
190,e6b13ffc7b9ba7170133da814ce6aa51.png,10.6084/m9.figshare.12230189,5214,LSIL,1023,883,5214.png
239,f5cad8f1a038b616cb2ce4ca46183262.png,10.6084/m9.figshare.12230363,4253,Negative for intraepithelial lesion,899,333,4253.png
85,6bb20c67c4013e8805d0f64315b9bcb1.png,10.6084/m9.figshare.12229787,8105,ASC-US,437,901,8105.png
181,ad4c619f92f722c47fed0bed95045fcd.png,10.6084/m9.figshare.12230162,5389,LSIL,88,280,5389.png
159,c5a677e9d495b6c0419df420f65c5a26.png,10.6084/m9.figshare.12230087,5716,Negative for intraepithelial lesion,663,475,5716.png
260,9fc84cd39cefe6f1a7b54e92cd971210.png,10.6084/m9.figshare.12230438,3735,Negative for intraepithelial lesion,243,270,3735.png
144,b8491225e9d46d5f48c33c310b7d2755.png,10.6084/m9.figshare.12230042,6171,Negative for intraepithelial lesion,387,86,6171.png
200,8dc7e2c87515b5dd4261c2ef24e86b59.png,10.6084/m9.figshare.12230222,5069,LSIL,617,380,5069.png
200,8dc7e2c87515b5dd4261c2ef24e86b59.png,10.6084/m9.figshare.12230222,5068,LSIL,530,425,5068.png
115,b885f6b8c2023a5b25c95fd0381f9892.png,10.6084/m9.figshare.12229916,7235,Negative for intraepithelial lesion,782,584,7235.png
312,e195831951b7e556d3ca5f497ad4bc9c.png,10.6084/m9.figshare.12230597,2587,Negative for intraepithelial lesion,302,937,2587.png
126,fc7e39dda329976b5095eef082d6e998.png,10.6084/m9.figshare.12229970,6866,Negative for intraepithelial lesion,1078,605,6866.png
310,f4062608fdab5e483be224b0b807bfbb.png,10.6084/m9.figshare.12230591,2687,Negative for intraepithelial lesion,634,826,2687.png
31,88e5e1814b1a2c4d30e28f8b98ba157c.png,10.6084/m9.figshare.12229616,10449,Negative for intraepithelial lesion,160,954,10449.png
225,fcc9c7e2fc1a0f4d30fa745308d15194.png,10.6084/m9.figshare.12230312,4647,Negative for intraepithelial lesion,243,616,4647.png
174,4b474d44ad6dd5b66d25d339db5fe138.png,10.6084/m9.figshare.12230138,5487,Negative for intraepithelial lesion,620,693,5487.png
119,ba49ee2fe18405a74c4daaef256365cc.png,10.6084/m9.figshare.12229934,7100,Negative for intraepithelial lesion,594,217,7100.png
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3822,Negative for intraepithelial lesion,1202,766,3822.png
108,5f5ca39f3cb7338eeaec5f00faa11447.png,10.6084/m9.figshare.12229892,7541,Negative for intraepithelial lesion,814,859,7541.png
238,3f30a996dcac3c4845ba2e650fe874b5.png,10.6084/m9.figshare.12230360,4272,ASC-US,904,808,4272.png
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3874,Negative for intraepithelial lesion,404,276,3874.png
130,a42845987c650d7243ad0c08e97debf5.png,10.6084/m9.figshare.12229985,6819,Negative for intraepithelial lesion,859,136,6819.png
27,36a2bc6bae69351df86a4a2fe4d49c2a.png,10.6084/m9.figshare.12229604,10721,Negative for intraepithelial lesion,520,196,10721.png
289,2cefdbf695da71852337ae3557ccdd38.png,10.6084/m9.figshare.12230528,3025,ASC-US,610,233,3025.png
18,3659bf68aeea760b319cd0710e3651fb.png,10.6084/m9.figshare.12229577,10994,Negative for intraepithelial lesion,790,328,10994.png
242,36ec7e0332c9ab3aa1edb53fe8f6cba8.png,10.6084/m9.figshare.12230372,4158,LSIL,870,497,4158.png
248,a5ce47f6a10f543bf7fdac28b709d30d.png,10.6084/m9.figshare.12230393,4029,LSIL,743,291,4029.png
143,c01b36e0a384197ca9a2e6bcd2c552e1.png,10.6084/m9.figshare.12230039,6227,Negative for intraepithelial lesion,42,35,6227.png
30,0489736e8d880b5188b04d11c3131cd3.png,10.6084/m9.figshare.12229613,10531,Negative for intraepithelial lesion,762,312,10531.png
184,1a57775542328ddeda39a1aaacebfef0.png,10.6084/m9.figshare.12230171,5313,Negative for intraepithelial lesion,1079,576,5313.png
208,9c42ed347e00dc159b9fb767b52de139.png,10.6084/m9.figshare.12230249,4952,Negative for intraepithelial lesion,690,132,4952.png
83,27ce7facb22d6ed75c146a43d23e7dde.png,10.6084/m9.figshare.12229781,8139,ASC-H,1031,694,8139.png
31,88e5e1814b1a2c4d30e28f8b98ba157c.png,10.6084/m9.figshare.12229616,10447,Negative for intraepithelial lesion,152,810,10447.png
123,e9743b8e738f3f0bd2a084cbf8dc1cab.png,10.6084/m9.figshare.12229958,6957,Negative for intraepithelial lesion,255,113,6957.png
182,c63289c59bca91f80b2dde9ac013cc57.png,10.6084/m9.figshare.12230165,5346,ASC-US,362,111,5346.png
93,9b712bff27856e5b7a14e4bbf67a4abc.png,10.6084/m9.figshare.12229814,7778,HSIL,667,758,7778.png
69,eb47620da7f5e3594085fb3279b1904a.png,10.6084/m9.figshare.12229733,8777,LSIL,257,635,8777.png
35,bf7767fb55e9b4e77ea458f825f06e65.png,10.6084/m9.figshare.12229628,10322,Negative for intraepithelial lesion,643,361,10322.png
19,8457af003b1ad48e907156b5e6e53bea.png,10.6084/m9.figshare.12229580,10949,ASC-US,849,580,10949.png
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1246,Negative for intraepithelial lesion,467,932,1246.png
